id,unique_id,tag,keyword,first_editor,last_editor,yomi,content
66,66,本編用語,空飛ぶ目玉焼き,koppacha,koppacha,そらとぶめだまやき,『ピクミン2』本編「食神の台所」最深部で開始直後にお宝「ハラワタモドキ」が明後日の方向へ飛んでいく謎の現象。原因は不明で再現率も低い非常にレアな現象。
67,67,ピクミン界隈,TAS,koppacha,koppacha,たす,Tool-Assisted Run（ツール・アシステッド・スピードラン）の略。エミュレーターを用いてゲームを限りなく早く攻略することを目指す、スピードランの一種。TASでは人力プレイと違い、メモリを読むことで隠しパラメータを把握したり、フレーム単位での微調整によりおよそ人力ではできないテクニックを実現したり、こまめにセーブして好きなところまで巻き戻し、都合の良い展開になるまでやり直すこともできる。改造は認められないので、プレイはあくまでも理論上は人力でも可能な範囲に限られている。『スーパーマリオ64』などでは活発にTASの研究が行われているが、行動選択肢が膨大なピクミンシリーズではTASの制作ができる人はかなり限られている。また、ピクミンシリーズはルートの考案によりスコアが大きく変わる特徴を持っていることもあり、TASが作ったスコアを人力が越えてしまう場合もある。
68,68,ピクミン界隈,ポーズバッファ,koppacha,koppacha,ぽーずばっふぁ,ゲーム中にポーズを利用することによってフレーム単位での微調整を人力で行うテクニック。ピクチャレ大会では10回以上のポーズは禁止されている。
69,69,チャレンジ用語,Cステバグ,koppacha,koppacha,しーすてばぐ,長時間チャレンジモードをプレイしていると、あるタイミング以降、ピクミンが敵や宝をすり抜けるようになる現象。この現象が発生すると、隊列操作（Cスティック）を使ってもピクミンを敵や宝に付けることができなくなるため、Cステバグと呼ばれるようになった。詳しい仕組みは解明されていないが、ピクミン2でチャレンジモードのステージに繰り返し入場し続けると必ず発生するため、やりこみ勢がよく遭遇する怪現象として定評がある。Cステバグはリセットもしくはタイトル画面に戻ることで改善される。
70,70,本編用語,超ジャンプ,koppacha,koppacha,ちょうじゃんぷ,ピクミン2においてジャンプ寸前のイモガエルを石化したあとに遠く離れたリーダーに交代すると石化解除後に遠く離れたリーダーめがけてイモガエルが長距離移動をするというテクニック。基本的にはネタの領域だがWiiであそぶピクミン2においては7日101匹クリアをするためにはこのテクニックで青ピクミンを誘導する方法が不可欠となる。
71,71,チャレンジ用語,ゲキカラ延長,albut3,albut3,げきからえんちょう,カラ延長、または単に延長と呼ばれることもある。ゲキカラ状態のピクミンに向けてゲキニガスプレーを噴射すると、効果時間がリセットされることを利用して、無理やり延長させること。「同じタイミングでゲキカラをかけたにもかかわらずピクミンによって切れる時間が異なる現象」としてスコアタ勢のみならずライト層にも長年知られていたが、2018年3月に詳細が解明された。
72,72,チャレンジ用語,開幕分離（ゲキカラ解散）,albut3,albut3,かいまくぶんり,ゲキカラスプレーを使用した際、ピクミンが跳ねているモーション中は解散指令の対象にならないことを利用して、隊列からリーダーだけを解散で分離する行為。開幕でルーイを置き去りにするために良く用いられる。ゲキカラ使用→解散ボタン2連押しをテンポよく行うと安定して実行できる。
73,73,新参者の試練場,のびトレ,albut3,albut3,のびとれ,ピクミン2チャレンジモードのステージ「新参者の試練場」のこと。英語名Novice Trainingからこう呼ばれることがあるが、普通に新参者と呼ばれることの方が多い。ちなみに「Novice」は競技などにおける区分の一つである。対義語としてはExpertなどが存在し、文字通り初心者という意味がある。ムラサキポンガシクサを3つとも使用するのをやめたとき、ある意味で初心者を脱出するのかもしれない。
74,74,チャレンジ用語,沸きムシ,albut3,albut3,わきむし,ピクミン2において、タマゴからランダムに生成されるタマゴムシではなく固定で配置され地面から湧いてくるタマゴムシのこと。チャレンジモードで登場するステージでは必ず紫がいるため、タマゴムシの中では良心的な存在…のように見えるが、新参者の試練場地下2階においては通常1セットのところランダム(全数調査の結果約0.55%と判明している)で2セット生成されることがある。闇。
75,75,グリーンホール,緑穴ガチャ,albut3,albut3,みどりあながちゃ,「グリーンホール」において、タマゴをたくさん割ってタマゴムシを出そうとする行為を指す。タマゴが8個も生成されることから、ソーシャルゲームなどのガチャになぞらえてこのように呼ばれる。通常プレイのほか、その日の占いや、タマゴムシが出なさ過ぎて疑心暗鬼に陥った者が利用する。稀に2Fで追加ガチャを引くことができる。長い間，タマゴムシの出現率において1/16 から 1/24 程度であるとの議論が行われていた。現在は1/20 、つまり5%であると考えられている。この条件に基づくと、緑穴ガチャでタマゴムシが出ない確率は約66% (2/3) となるため、出ないからといって疑心暗鬼に陥らないように留意されたい。
76,76,グリーンホール,産廃,albut3,albut3,さんはい,産廃とは，産業廃棄物のことである．かつてグリーンホールでタマゴムシを粘っていたバライト氏を中心に、卵からゲキニガエキスが出た時にこう呼んだ。ムシでないから点数も伸びず、ゲキカラでないから運搬の効率化にも利用できず、かといってグリーンホールでは「ゲキニガが有効な敵」が2Fにいってもほとんどいない状況であり、むしろエキスと違ってピクミンを花にすることもできないというデメリットだけが光ってしまうことが、とにかく嫌われる原因であった。
77,77,地下の温室,1F/2F中央,albut3,albut3,いっかいにかいちゅうおう,「地下の温室」において、＋字の中央に拠点がある地形のこと。2F中央は特に良地形とされており、高いスコアが期待できる。ただし出現確率が低い。
78,78,鉄人の穴,鉄人シューティング,albut3,albut3,てつじんしゅーてぃんぐ,ピクミン2チャレンジモードの鉄人の穴地下2階において、タマゴムシを出して討伐すること。鉄人の穴は場外にピクミンを投げると落下死する地形であるため、落下死しないよう慎重に討伐することが求められる。Wii版はダッシュ投げが暴発しないため、NGCよりも鉄人シューティングが有利とされている。
79,79,赤の洞窟,レモン地形,albut3,albut3,れもんちけい,赤の洞窟における、レモンの形のような地形パーツのこと。敵の数が多いため、拠点に隣接したときは高めのスコアが狙える。
80,80,花園を荒らすもの,とうふサーチ,albut3,albut3,とうふさーち,「花園を荒らすもの」において、埋まり宝の候補地 21か所を全探索するために提唱された手法。埋まり宝が見つからなかったときのリカバリーの他、RTA中などに安定を取るために用いられる。床の模様や裂け目で歩く場所を判別する。
81,81,お宝,大地の息子,albut3,albut3,だいちのむすこ,ピクミン2において、じゃがいもに対して付けられた宝の名称。地中に完全に埋まっており、白ピクミンでなければ見つけられないのだが、大地の息子は感知範囲が非常に狭いことに定評がある。チャレンジモードにおいては、「新参者の試練場」「花園を荒らすもの」に登場。特に「花園を荒らすもの」においてはなかなか見つからない宝であり、時間切れまでじゃがいもを探し続ける光景もたまに見られる。
82,82,たそがれの庭,一本道地形,albut3,albut3,いっぽんみちちけい,「たそがれの庭」において4種類ある地形パターンのうち、拠点から奥が近く、かつ奥が一本道になっている地形。一般的に2番目に良い地形なので、準理想地形と呼ばれることもある。ちなみに、真に拠点から最奥までが一本道になる地形もある。こちらは最クソ地形と呼ばれる方が多く、すぐにリセットされてしまうので一本道地形と呼ばれることは少ないと思われる。
83,83,コンクリート迷路,コンクソ,albut3,albut3,こんくそ,ピクミン2スコアタ勢内におけるコンクリート迷路の通称(蔑称)。高スコアを出すためには地下1階・2階における配置厳選をしたうえでさらに地下3階でタマゴムシを引き、それをわずか18匹の葉ピクミンで狙撃する必要があり、運要素があまりに強いため多くのピク勢から嫌われている。その嫌われっぷりは「ピクミン2チャレンジモード全29コース」のようにコース扱いすらされないこともある程である。また、地下3階においてポポガシグサが1つ生成されない場合があることも知られており、このこともコンクリ嫌いに拍車をかける要素となっている(「ポポガシ不在」の記事も参照)。
84,84,コンクリート迷路,ポポガシ不在,albut3,albut3,ぽぽがしふざい,ピクミン2チャレンジモードの「コンクリート迷路」地下3階において低確率で見られるポポガシグサが1つしかない配置。ピクミンが10匹までしか増やせないため事実上80点の減点となるうえこの配置を引くとタマゴも生成されないため大幅にタイムロスしてしまう。さらに当該フロアが地下3階であることもありそれまでの2フロアをおじゃんにしてしまう凶悪な存在として忌み嫌われている。
85,85,コレクタールーム,解散,albut3,albut3,かいさん,「コレクタールーム」で、アカチャッピーやケチャッピーをゲキカラなしの解散で倒すテクニック。チャッピーの寝息のタイミングを計る必要があり、やや難しい。また、正面もしくは背中から解散を実行する必要があり、横からだと成功しない。
86,86,コレクタールーム,5F,albut3,albut3,ごかい,「コレクタールーム」において非常に宝配置によるタイムのばらつきが大きいフロア。5Fにおいて宝がすべて手前に配置されることを「5F全手前」といい、記録更新を狙うときは5F全手前に近い配置を祈らなければならない。また、スプレー配分的に5Fはスプレーなしでアカチャッピーを倒すことが多いが、これに失敗して敗北する者が多い。以上のことから、5Fでリセットになることが多く、恐れられている。
87,87,チャレンジ用語,近視/遠視,albut3,albut3,きんしえんし,ピクミン界隈においては、カメラをリーダーに近づけた視点、あるいは遠ざけた視点のことを指す。（GCコントローラではRボタン、Wiiリモコンでは十字キーの横ボタンで調整可能）大半の敵は、画面外かつ、リーダーやピクミンが周囲に居なければ動きを止めるという仕様があり、近視/遠視を利用して敵のコントロールを行うことが可能である。チャレンジモードにおける利用例としては、「ショイグモの巣」で近視状態を維持してショイグモを画面外にしておくことで、宝を担ぎにいくのを遅らせることができる。ショイグモの巣の上位勢の動画は近視状態が長いことが印象的であり、界隈では近視プレイと呼ばれるようになった。一方、遠視は画面に多くの情報を入れることができるため、探索が行いやすい。近視と遠視を使い分けながらプレイすることは本編でもチャレンジモードでも重要である。
88,88,大足の穴,ショイグモ解散,albut3,albut3,しょいぐもかいさん,「大足の穴」などにおいて、ショイグモをピクミン解散指令で倒すこと。土管内の見えないショイグモを倒すのに有効な戦法である。ただし、解散したピクミンがショイグモにダメージを与えるためには、ゾウノアシやショイグモの胴体にあらかじめ攻撃しておかなければならない。これは各ピクミンごとに判定がある。あらかじめ胴体に攻撃していても、解散でダメージが与えられないピクミンもおり、詳しい条件は謎である。また、このフラグは運搬物を持つとリセットされることが知られている。
89,89,炎と水の試練場,教習所,albut3,albut3,きょうしゅうじょ,ピクミン2スコアアタック勢での炎と水の試練場の通称。様々な基本操作が求められ、総合的にプレイスキルが高くないと高スコアを出しづらいため、運転免許の教習所になぞらえ、ピクミンの免許の教習所としてこのように呼ばれている。なお、低確率でタマゴが生成されるため時折事故が起こっている模様。
90,90,炎と水の試練場,水槽隣接 / 両隣接,albut3,albut3,すいそうりんせつりょうりんせつ,ピクミン2チャレンジモードの炎と水の試練場地下2階において、拠点と他の部屋が隣接している地形のこと。水槽のある大部屋が隣接している場合は「水槽隣接」、小部屋と大部屋が両方隣接している場合は「両隣接」と呼ばれる。最低限水槽だけでも隣接でないと高タイムが望めず、1階が良いタイムであっても2階の地形でひっくり返されることはザラ。
91,91,巨人のトイレ,トイレタマゴ,albut3,albut3,といれたまご,「巨人のトイレ」1Fにランダムで生成されるタマゴのこと。巨人のトイレは、袋小路のうち余った場所が生じた場合、タマゴが生成されるようになっているが、基本的には宝や階層穴が配置されるため、タマゴを見られる確率はそこまで高くない。複数個タマゴが配置されることもある。
92,92,土とんの洞窟,菊場外死,albut3,albut3,きくじょうがいし,「土とんの洞窟」において、びっくり菊に振り払われたピクミンが壁をすり抜けて場外に落下すること。かなりの確率で発生するため、びっくり菊に振り払いさせずに倒すことが重要である。
93,93,土とんの洞窟,引っかかり/引っかからず（アカヘビガラス）,albut3,albut3,ひっかかりひっかからず,アカヘビガラスが出てくるときの挙動を表す。「土とんの洞窟」2Fにおいては、アカヘビガラスが初手で引っかかると、ゲキニガスプレー2個を使って1ターンキルが可能である（ただし、ゲキニガ噴射が遅いと十分にピクミンを付けることができず、1ターンキルができない）。初手で引っかかるか引っかからないかで、5点程度の差が生まれる。1Fで良い動き、3349配置を引けても2Fでまた祈らなければならず、しかも1ターンキル失敗の危険性もある。
94,94,ひみつの花園,ひみ園,albut3,albut3,ひみぞの,チャレンジモードのステージ「ひみつの花園」のこと。“ひみつ”と呼ばれることもある。ちなみに似たような略称を持つ「秘密兵器実験場」は、“秘密”や“秘密兵器”と呼ばれ、漢字とひらがなで区別される。紛らわしい。また、「花園を荒らすもの」は“花荒”などのように呼ばれ区別される。
95,95,ひみつの花園,下水/隔離,albut3,albut3,げすいかくり,「ひみつの花園」に登場する地形。例を挙げると<br>・スタート位置は2パターンあり、それぞれ「下水スタート」「隔離スタート」と呼ばれる。<br>・間欠泉の場所の候補は3か所あり、「下水間欠泉」「隔離間欠泉」と呼ばれる。特に隔離スタートのとき、下水間欠泉だとタイムロスが発生するため、それを区別するために用いる。<br>・隔離空間にポポガシグサが配置される場合があり、これを「隔離ポポガシ」と呼ぶ。タイムロスの原因であり、特に下水スタートのときに発生確率が高い。
96,96,ひみつの花園,シジミシューティング,albut3,albut3,しじみしゅーてぃんぐ,「ひみつの花園」で、サンショクシジミにピクミンを当てること。1匹10点相当であるため、ハイスコア狙いでは多く落とすことが必須であるが、サンショクシジミは合計24匹、なおかつ集団に近づいてから一定時間で飛び去ってしまうので難しい。<br>・ピクミンN匹でシューティングに挑むことを「N匹シューティング」という。<br>・シジミを全て落とすことを「全討伐」、M匹に逃げられてしまうことを「M匹逃し」という。<br>・ピクミンが当たって落ちている途中のシジミにも接触判定があり、シューティングを妨げている。そのため同じシジミに複数ピクミンが付かないよう、でたらめに投げる技術が問われる。
97,97,チャレンジ用語,プロコキン,albut3,albut3,ぷろこきん,「秘密兵器実験場」「スナイパールーム」において的確に運搬中の紫ピクミンを打ち抜いてくるタマコキンを褒める表現。
98,98,本編用語,バグ死_床抜け,albut3,albut3,ばぐしゆかぬけ,ピクミン1におけるバグ死は、イモガエルを中心に発生し、敵撃破後のモーションと地面の接触状況によってピクミンの座標が地中になってしまうことで、床を貫通して場外に到達、死亡してしまう現象である。ピクミン2における有名なバグ死として、ポンガシクサの引き抜きが挙げられる。ポンガシクサに入れたピクミンを回収する時、あまりにもピクミンの埋まっている位置と壁が近い場合、引き抜いたピクミンがそもそも床に着地できずに場外に落ちてしまうことがある。チャレンジモードではデメマダラの巣窟3階や倍々の穴2階などが該当するが、どちらも到達までにかなりの時間を要するタイミングであり、少なくとも3分以上の努力を台無しにしてしまう。
99,99,どっすん迷路,土管地形/4部屋地形,albut3,albut3,どかんちけいよんへやちけい,"「どっすん迷路」における地形の表現。土管地形とは、土管が左右に並んでいる通路のことである。「どっすん迷路」では土管地形が0～2個存在する。土管地形と四角い部屋の地形は合計4つ生成される。地形の数の内訳ごとに通称がある。<br>・土管地形が2つあるものは「2土管」<br>・土管地形が1つのものは「3部屋」「1土管」<br>・土管地形が0つのものは「4部屋」「土管なし」などと呼ばれる。<br>一般的に1土管が最も高スコアが出るとされる。土管地形が0である場合キショイグモが存在しないのでハイスコア狙いではリセット対象である。"""
100,100,どっすん迷路,落下タマゴ,albut3,albut3,らっかたまご,ピクミン2チャレンジモードのどっすん迷路において、紫ピクミンを投げた振動に反応して落ちてくるタマゴのこと。広場に2個あり、また何もない灰色の袋小路やメダルがある袋小路に、ほぼ確実にタマゴが配置される（ただし、4か所以上袋小路があるときは、そのうち3か所にしかない）袋小路の数によって、ステージ全体のタマゴ配置数が2～5個で変動する。(ただし、稀に広場に卵が1つしか配置されない場合もあるとされる)なお、間欠泉が出る袋小路にはタマゴは降ってこない。
101,101,どっすん迷路,エレキ落下,albut3,albut3,えれきらっか,ピクミン2チャレンジモードのどっすん迷路において、稀に発生する、振動に反応して降ってくるエレキムシがそのまま場外に落下する現象のこと。エレキムシが所持しているビー玉は返ってくるものの、死骸が消滅してしまうため1匹ごとに30カウント相当のロスとなってしまう。ちなみに、エレキムシと同様にタマゴが場外に落下していってしまうこともある。
102,102,スナイパールーム,砂,albut3,albut3,すな,ピクミン2チャレンジモード「スナイパールーム」の略称。
103,103,スナイパールーム,バケツ,albut3,albut3,ばけつ,「スナイパールーム」において、タマコキンやフタクチドックリが居る高台の通称。高台がバケツをひっくり返したような形状に見えることからこう呼ばれるようになったが、実際のところジョウロのほうが近い。しかし界隈ではバケツという表現が定着している。2つバケツが存在する地形は「2バケツ」と呼ばれ、ステージが広いのでスコアが出にくいが、袋小路が多くあるので2個以上タマゴが存在する確率がやや上がる。
104,104,デメマダラの巣窟,クマ奥,albut3,albut3,くまおく,ピクミン2チャレンジモードのデメマダラの巣窟地下2階においてクマチャッピーが3つある部屋のうち拠点からもっとも遠い部屋に配置されること。好配置とされる(ハイスコア狙いではクマが奥でなければリセットが基本)が時折奥の部屋からクマチャッピーがなかなか向かってこずタイムロスになることがある。
105,105,チャレンジ用語,5%,albut3,albut3,ごぱーせんと,主にタマゴから5%で出るものを指す。ゲキカラエキス、ゲキニガエキス、タマゴムシいずれも5%の確率で出現する。
106,106,チャレンジ用語,1/400,albut3,albut3,よんひゃくぶんのいち,主にタマゴから5%の確率で出るもののうち、同じものが2連続で出ることを指す
107,107,チャレンジ用語,70万点,albut3,albut3,ななじゅうまんてん,昔から、ピクミン2のチャレンジモードは30ステージの合計点を伸ばすという風潮が強くあった。当時（2012年ごろ）、チャレンジモードの上位ランカーが力を尽くして到達できる合計点が70万点であり、1つの指標として定着した。今もその文化は残っており、「70万を超えたらガチ勢の入口」とされる。合計70万点は入口扱いされるレベルまでインフレしておりレベルが上がってきているとも言える。
108,108,チャレンジ用語,CaveGen,albut3,albut3,けいぶじぇん,2020年、JHawk氏により制作されたピクミン2の洞窟生成をシミュレートするプログラム。seedを与えると洞窟が生成される。本編、チャレンジモードともに解析が進むきっかけになった偉大なツール。同時期、時間はかかるがチャレンジモード結果画面を利用したseed特定および乱数調整法も発見された。
109,109,チャレンジ用語,EasyEnemy / HardEnemy,albut3,albut3,いーじーえねみーはーどえねみー,いずれも生成される敵の種類の1つ。洞窟にはいくつか敵や物が生成される候補地点があり、候補地点にもいくつか種類がある。EasyEnemyとHardEnemyは敵の生成によく使われる。EasyEnemyは一定の円範囲の中に生成されるもの。HardEnemyはある一点に生成される特徴があり、ほとんど位置がずれない。いずれもCaveGen由来の呼称。
110,110,チャレンジ用語,Mitite,albut3,albut3,まいたいと,タマゴムシの英訳。チャレンジモード頻出英単語の1つなので覚えておきたい。
111,111,チャレンジ用語,WR,albut3,albut3,わーるどれこーど,World Record。世界記録のこと。本編はspeedrun.comの1位、チャレンジモードはピクミンシリーズチャレンジモード大会に投稿された1位の記録がWRと認定されることが多い。
112,112,チャレンジ用語,色付き,albut3,albut3,いろつき,ピクチャレ大会において、3位以上の記録を獲得すること。順位に色がつくためこう呼ばれる。ピクミン2チャレンジモードで色付きを獲得することは容易ではない。
113,113,チャレンジ用語,運搬能チャージ（Carrying Capacity Charge）,albut3,albut3,うんぱんのうちゃーじ,2018年3月に発見された技術で、物を持つときのピクミンの速度状態と物を離すときのピクミンの状態が異なった場合に差分が運搬物に残る現象、およびそれを利用して運搬物の速度上昇を行う行為を指す。一番よくある利用方法は、葉ピクミンにゲキカラスプレーを使い運搬、ゲキカラが切れてから呼び戻すことでチャージする。チャージされたら、例えば花ピクミンやゲキカラピクミンをもう一度付ければ普通より高速で運搬できるし、紫ピクミン少数で速い運搬をするといった使い方もできる（新参者の試練場など）
114,114,チャレンジ用語,鍵ムービー,albut3,albut3,かぎむーびー,鍵を回収したときに挿入される穴や間欠泉のムービーのこと。<br>・ムービー直後は移動以外のすべての操作が一瞬できなくなる<br>・GC版は鍵ムービーの後に空中にいる全てのピクミンが垂直に落下する<br>・リーダーが拠点付近にいる状態で、鍵ムービーの直後に物が回収されると、ピクミンが周りの物に加勢せずに直接リーダーの隊列に戻ってくる<br>などの特徴があり、基本的に邪魔だがリーダーに戻ってくる特性はたまに良い方に利用できたりする。
115,115,チャレンジ用語,壁付けなおし,albut3,albut3,かべつけなおし,壁破壊などの作業をさせている状態でゲキカラ状態が切れると、作業をやめさせるまではピクミンの攻撃力が10のままである現象。この仕様のため、赤/紫のゲキカラピクミンで作業をしていた場合、ゲキカラが切れてから一度作業をやめさせ、もう一度付け直さなければ本来の攻撃力を出すことができない。意識され始めたのは2023年最近のことである。
116,116,チャレンジ用語,教科書,albut3,albut3,きょうかしょ,他の物がたくさんあるにもかかわらず、鍵の回収が一番最後になってしまうこと。穴の場所が分からない / 間欠泉が着手できないので当然良くない。教科書は「教科書の2ページ目に書いてあるぐらい当たり前のこと」の略。
117,117,チャレンジ用語,ゲキカラ解散 / 開幕分離,albut3,albut3,げきからかいさん,ゲキカラスプレーを噴射するとピクミンが跳ね上がる演出をするが、この後ピクミンが行動できるよりも一瞬早く解散指令を出せるようになる。そのタイミングで解散ボタンを押すと、ピクミンを隊列に入れたままリーダーだけを分離することができる。開幕でゲキカラスプレーを使いながらリーダー1名を置き去りにしたいときに使うテクニック。ゲキカラ→テンポよく解散ボタン2回　などタイミングの取り方は様々。解散ボタンが早すぎると解散が効かず、遅すぎるとピクミンも置き去りにしてしまう。
118,118,チャレンジ用語,タマゴ押し,albut3,albut3,たまごおし,タマゴを袋小路の端まで押すことで、タマゴムシが出たときに多く倒しやすくするテクニック。初期は行われていなかったがいつのまにか皆やっていた。
119,119,チャレンジ用語,半石化,albut3,albut3,はんせきか,ゲキニガスプレーの効果が切れた瞬間に敵を倒せるように仕込みを行うこと。チャレンジモードの基本技術の1つで、様々な敵に対してセットアップ手順が確立されている。<br>以下は一例だが、仕込み方法は個人差がある。<br>※数字は投げる匹数、ニガ　はそのタイミングでゲキニガスプレーを打つことを指す。<br>足元の指定がない場合は上からピクミンをぶつけることとする。<br>・アカチャッピー（寝）ゲキカラピクミン：1ニガ1<br>・アカチャッピー（起）ゲキカラピクミン：ニガ　足元から2<br>・テンテンチャッピー（寝）白ピクミン：ニガ5<br>・テンテンチャッピー（起）黄/白ピクミン：ニガ　足元から中速で5。または、2ニガ3<br>・ヤキチャッピー　赤ピクミン：3ニガ2　または　ニガ6<br>・ヤキチャッピー　ゲキカラピクミン：ニガ　足元から4<br>・イモガエル　ゲキカラピクミン：2ニガ（ニガ2でも勝手に倒してくれる）<br>・ブタドックリ　ゲキカラピクミン：ニガ3<br>・クマチャッピー　ゲキカラピクミン：3ニガ。または、ニガ　低速で4<br>・タマコキン　紫ピクミン：ニガ2<br>・タマコキン　黄ピクミン：3　少し待ってニガ
120,120,チャレンジ用語,ピクハラ,albut3,albut3,ぴくはら,ピクミンハラスメントの略。内容はさまざま
121,121,チャレンジ用語,ラン対,albut3,albut3,らんたい,ランダムステージ対戦の略。ユーザー主催でランダムに選ばれたチャレンジモードのステージに同時に入場し、タイムを競うイベント。みなさん参加しましょう。
122,122,こてしらべの洞窟,鍵調整,albut3,albut3,かぎちょうせい,「鍵が回収されてから数秒間、ポッドの吸い込み受付が停止する」という仕様があり、これを回避するために鍵が吸い込まれるタイミングを調整すること。全ステージで発生するが、こてしらべB1とデメマダラB4で特によく起こる。鍵を早く回収するか、もしくはポッドに到着してから回収されるまでの間に最後のメダルを到着させることで回避する。
123,123,新参者の試練場,中央スタート,albut3,albut3,ちゅうおうすたーと,13.6%の確率でB1中央拠点からスタートできる。最初に行った部屋は紫のみの運搬で処理でき、白に余裕ができるので一般的に良い地形とされる。
124,124,新参者の試練場,S字,albut3,albut3,えすじ,B2で丸部屋スタート、その先に三日月部屋が2つ接続している地形のこと（22％）。全体がS字に見える。かなり悪い地形であり、B1で2セットを引いたあとに来ると泣く。
125,125,新参者の試練場,例の地形,albut3,albut3,れいのちけい,B2で三日月の地形からスタート（13.6%）する地形のことを言う。最も確率が高い通常地形に比べると埋まり宝が見つかりにくく難しいが、1/26の確率でタマゴムシ2セットが存在するのでロマンがある。例の地形それぞれの名称はYY（三日月が同じ向きで2個くっついているやつ）、S字みたいなやつ、税務署（三日月どうしが2箇所で繋がっている地形）。
126,126,新参者の試練場,2階2セット,albut3,albut3,にかいにせっと,B2でタマゴムシ2セットが出てくること。確率は約1/180。かつて、B2にタマゴムシ2セットが存在することは知られていなかったが、ミラン氏のツイートから2セット疑惑が生まれ、その後様々な人が観測したことから広まることになった。
127,127,新参者の試練場,ごれい・サーチ,albut3,albut3,ごれいさーち,コガネモチ系統の出現候補場所のこと。今はCavegenを使うことで確認できる。多すぎて覚えるのが難しい。丸部屋の候補地点のうち、接続口を下に見て左下にある地点は見落としやすいのでここだけ覚えておくといいことがあるかも。
128,128,新参者の試練場,マネキン・サーチ,albut3,albut3,まねきんさーち,新参B2の三日月地形で宝が埋まっている候補地点4箇所（袋小路を除く）のことで、罫線氏のツイートによって広まった。覚えると非常に有利になる。場所は下図の通りで、床模様もしくは近くの壁の形状を使って場所を覚えるのが良い。
129,129,神々のおもちゃ箱,敵判別,albut3,albut3,てきはんべつ,"B1アカコチャッピー6体、B2テンコチャッピー6体はそれぞれEasyEnemy3体、HardEnemy3体ずつの内訳になっており、B1のHardは必ず重さ10、B2のHardは重さ10以上、B2のEasyは5,6,8のいずれかの宝を出す。それぞれ候補地点を覚えておけば、倒す前に自動運搬のために適切なピクミン数を投げることができ効率化が見込める。候補地点はCaveGenで確認できる。"
130,130,神々のおもちゃ箱,Gルート,albut3,albut3,じーるーと,B2初手で図の赤矢印のように進むこと。Gはごれい氏のこと。
131,131,神々のおもちゃ箱,内側,albut3,albut3,うちがわ,B2の拠点～踏切までの道のりに何体の敵がいたかを示すのによく使われ、内側N体と表現される。内側にいる敵の数が多いほどタイムは多く残りやすい。間欠泉に近いところにいる敵も内側に分類されるが、そこまで行くと少し遠いので恩恵は少なくなる。
132,132,神々のおもちゃ箱,親子連れ,albut3,albut3,おやこづれ,テンテンチャッピーとテンコチャッピーが一緒にいること。テンコチャッピーは設定上は擬態なので本当の親子ではない
133,133,神々のおもちゃ箱,絶対死ぬ場所,albut3,albut3,ぜったいしぬばしょ,上図で言う右下あたりを指す。Wii版だと初手で線路を挟んだ対岸の宝と敵を運搬するのが定石だが、その運搬隊をのちのち妨害してくるのでGルートで進むと対処できなくて食べられてしまう。この場所に敵がいるときは最優先で目指すのが良い。
134,134,神々のおもちゃ箱,分断,albut3,albut3,ぶんだん,図の右上、対岸の宝のすぐ近くにいるテンコチャッピー（HardEnemy）について、宝が下側、死体は左側に向けて運搬されていく現象のこと。非常に高頻度で発生する。誘導すれば同じ方向に運搬させることができるがかなり難しい。この場所にテンコチャッピーが居る場合は運搬前にテンテンチャッピーを倒さないといけない。
135,135,神々のおもちゃ箱,仕事してましたアピール,albut3,albut3,しごとしてましたあぴーる,宝についたピクミンが引っかかり、持てていないために運び出せない現象はよくあるが、画面に入れたとたんに運び出すことがある。神々B2のベーゴマを運搬するときによく発生するので、11匹以上投げるのを推奨。
136,136,あのひとの庭,ヤクザ地形,albut3,albut3,やくざちけい,下図の地形のこと（1/18）。壁1個が無関係な場所にあるのが確定しており、平均的に良いタイムが期待できる。ピクミンヤクザ氏の旧WRで有名な地形であることからこう呼ばれる
137,137,あのひとの庭,yakuza mizunomukounasi,albut3,albut3,やくざみずのむこうなし,ヤクザ地形に加えて隣の部屋の水の向こうに何もない配置（約1/120）。水の向こうにある物は少ないほうが好記録が期待できる。名前は§マリルイ氏の全探索でつけられた変数名。
138,138,あのひとの庭,ヤクザかぶれ,albut3,albut3,やくざかぶれ,下図の地形のこと。拠点近くに物が生成される地点が多く、上振れを引くとヤクザ地形を上回りうるポテンシャルを持つ。実際、この地形のプレイがWRであった時期もある。
139,139,グリーンホール,餌やり,albut3,albut3,えさやり,ハチャッピーの正面にピクミンを投げること。ハチャッピーは正面に対してかなり捕食反応が強いので良くない行為である。
140,140,グリーンホール,2Fタマゴ,albut3,albut3,にかいたまご,2Fにタマゴが生成される地形（6％）。タマゴが存在する場合はフルーツが拠点近くに置かれているのですぐ分かる。タマゴがあるうえに良い配置
141,141,グリーンホール,コチャ落とし,albut3,albut3,こちゃおとし,コチャッピーを段差から落として拠点に近づける誘導。ヤキチャッピー＋フルーツ2個＋コチャッピー1～2体運搬でピクミンを使い切り、離れたところにいるコチャッピーを誘導して落とすことでタイム向上が見込める。配置によっては2体落とすことも可能。フルーツが背後にある場合は誘導しないほうが早い。
